k,r,p
250,-0.5065387914202604,0.11182937536204943
350,-0.5340075678802216,0.09063707103730792
450,-0.5485319954276469,0.08058657200598841
500,-0.524406696074947,0.09771464977743333
600,-0.5147129083925568,0.10521841706268549
