layer,mod,ssr
1,0,-179550438.0
2,0,-187305430.0
3,0,-190338072.0
4,0,-187890912.0
5,0,-183117134.0
6,0,-184542320.0
7,0,-183700640.0
8,0,-183146820.0
9,0,-183203556.0
10,0,-183287002.0
11,0,-183332048.0
