layer,mod,ssr
0,0,-476615484.0
1,0,-301749196.0
2,0,-301670770.0
3,0,-301622172.0
4,0,-301623236.0
5,0,-301626242.0
6,0,-301627686.0
7,0,-301627686.0
8,0,-301627686.0
9,0,-301627686.0
10,0,-301627686.0
11,0,-301627686.0
