k,r,p
250,-0.9651916299533626,0.0017963466336062299
350,-0.7444795849280406,0.08959447262908439
450,-0.5886207395909523,0.2190398920670222
500,-0.563280476022885,0.24443947921756354
600,-0.5462225902179046,0.2621513598152645
