k,r,p
250,-0.8780408912336731,0.31770074609587656
350,-0.9580842968067709,0.1849746749192473
450,-0.9786504484519842,0.1317847653242757
500,-0.9718536490321049,0.1514014791592362
600,-0.9756156315656377,0.1408761091171117
