k,r,p
250,-0.7986268131691094,0.005597434926086807
350,-0.6155525846789636,0.05815533005940737
450,-0.572339595659583,0.08380629635486127
500,-0.5473963070747458,0.10146649306496724
600,-0.46505618389249265,0.17562960166577887
