layer,mod,ssr
0,0,-476615484.0
1,0,-365285436.0
2,0,-369873088.0
3,0,-357184192.0
4,0,-339711888.0
5,0,-335745244.0
6,0,-335748520.0
7,0,-335748520.0
8,0,-335748520.0
9,0,-335748520.0
10,0,-335748520.0
