k,r,p
250,-0.8577452412391006,0.013557987155588508
350,-0.36963807463117254,0.4144589683856543
450,-0.39944452586936524,0.3746602034037458
500,-0.45237353328860996,0.3081318454969383
600,-0.5363216492740782,0.2145970957189529
