k,r,p
250,-0.8709121335017649,0.12908786649823512
350,-0.9162927395786641,0.08370726042133603
450,-0.8972329231085885,0.10276707689141151
500,-0.9046681045696229,0.09533189543037723
600,-0.9053076395180275,0.09469236048197249
